"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [µM]","1A: O2 flux per mass [pmol/(s*mg)]","1B: O2 concentration [µM]","1B: O2 flux per mass [pmol/(s*mg)]","1A: Amp [µM]","1A: Amp flux per mass [pmol/(s*mg)]","1B: Amp [nM]","1B: Amp flux per mass [fmol/(s*mg)]"
141.43,"","","",84.7049,208.1700,108.3741,74.3153,2241.3770,80.3514,1373.6453,117.7328
141.47,"","","",84.5793,207.6275,108.2566,74.3153,2198.2886,-86.0907,1372.9874,124.6583
141.50,"","","",84.5105,206.7232,108.1526,74.4741,2182.3762,-301.3176,1373.4375,138.5092
141.53,"","","",85.1173,202.9251,108.0272,74.7917,2030.8852,-1067.5251,1374.3378,152.3601
141.57,"","","",85.5667,197.1376,107.9398,75.4269,2209.6526,-1127.7886,1375.2728,173.1365
141.60,"","","",85.9737,189.1797,107.8374,76.0620,2865.7214,1219.6187,1375.5498,193.9128
141.63,"","","",86.5624,178.8707,107.7231,77.0148,3131.5982,4419.3243,1375.3766,214.6892
141.67,"","","",87.4839,164.9445,107.6326,78.1264,3241.4213,7851.4748,1375.9307,235.4656
141.70,"","","",88.7390,146.4967,107.5143,79.2379,3186.8398,10899.0868,1377.2465,256.2420
141.73,"","","",90.2745,122.8040,107.4380,80.5083,2986.3345,13037.0066,1377.6274,277.0184
141.77,"","","",92.1392,92.7813,107.3396,81.9374,2866.4244,14586.6398,1378.3546,304.7202
141.80,"","","",94.2987,56.0666,107.2403,83.3665,2718.1044,15481.9835,1377.9737,325.4966
141.83,"","","",96.5974,12.2985,107.1530,84.9545,2583.9894,15794.7798,1377.4197,339.3475
141.87,"","","",98.9567,-37.9806,107.0585,86.8600,2293.5767,14988.3966,1378.6662,360.1239
141.90,"","","",101.2473,-94.4090,106.9442,88.7655,2261.3214,14047.1379,1380.6054,380.9002
141.93,"","","",103.5361,-156.2632,106.8267,90.9886,2265.8985,13120.2277,1380.5015,401.6766
141.97,"","","",105.8140,-223.1814,106.7441,93.2117,2266.8312,12196.1872,1380.7092,415.5275
142.00,"","","",108.0404,-294.2595,106.6496,95.7524,2240.8605,11174.5771,1382.6137,408.6021
142.03,"","","",110.2442,-369.1356,106.5678,97.4992,2258.6956,10224.7094,1382.3714,408.6021
142.07,"","","",112.4100,-447.4480,106.4464,98.4519,2237.2303,9180.1418,1382.3367,408.6021
142.10,"","","",114.5225,-528.2925,106.3273,98.7695,2238.8230,8144.1833,1383.8257,401.6766
142.13,"","","",116.5589,-610.7647,106.2082,99.0871,2248.5512,7148.4005,1383.0985,394.7512
142.17,"","","",118.5231,-694.6838,106.1185,99.2459,2230.7448,6092.3542,1383.2024,387.8257
142.20,"","","",120.4411,-778.9647,106.0184,99.4047,2246.9729,5096.5714,1383.0985,373.9748
142.23,"","","",122.2678,-863.0647,105.9160,99.5635,2262.9140,4152.4430,1383.4102,373.9748
142.27,"","","",124.0411,-946.6220,105.8025,99.7223,2290.7214,3305.8841,1382.5099,367.0493
142.30,"","","",125.7846,-1028.7326,105.7223,99.8811,2218.2473,2186.7046,1383.5833,360.1239
142.33,"","","",127.4304,-1109.0345,105.6222,99.8811,2263.5310,1233.9672,1383.5141,360.1239
142.37,"","","",129.0012,-1186.8043,105.5174,100.0398,2246.0546,218.0965,1383.1332,353.1984
142.40,"","","",130.5702,-1261.6804,105.4166,100.1986,2264.1767,-728.9015,1383.4794,353.1984
142.43,"","","",132.1183,-1332.9393,105.3166,100.3574,2263.2154,-1684.5087,1383.7564,346.2729
142.47,"","","",133.6177,-1400.5810,105.2229,100.3574,2244.6341,-2714.7278,1384.4490,346.2729
142.50,"","","",135.0655,-1463.8821,105.1411,100.3574,2244.9067,-3744.9469,1385.0723,346.2729
142.53,"","","",136.3848,-1522.2999,105.0458,100.1986,2267.0464,-4697.6843,1385.2454,353.1984
142.57,"","","",137.6771,-1575.1111,104.9489,100.1986,2256.8590,-5693.4671,1384.7260,353.1984
142.60,"","","",138.9594,-1621.9539,104.8489,100.1986,2242.5966,-6735.1650,1385.6263,353.1984
142.63,"","","",140.1829,-1662.6474,104.7314,100.3574,2274.8233,-7656.3358,1385.9033,353.1984
142.67,"","","",141.3757,-1696.4682,104.6544,100.3574,2253.7597,-8669.3368,1387.3577,353.1984
142.70,"","","",142.5449,-1723.4164,104.5821,100.1986,2288.2821,-9547.4623,1385.6263,346.2729
142.73,"","","",143.6952,-1742.9493,104.4861,100.0398,2261.3788,-10531.7663,1385.9726,339.3475
142.77,"","","",144.8066,-1754.7052,104.3908,99.7223,2253.4584,-11559.1157,1387.7386,332.4220
142.80,"","","",145.8592,-1758.5033,104.2757,99.4047,2276.0572,-12675.4256,1387.3231,325.4966
142.83,"","","",146.8593,-1754.3435,104.1542,99.4047,2246.1837,-13975.3956,1387.8078,311.6456
142.87,"","","",147.8387,-1744.2153,104.0589,99.2459,2259.2552,-15820.6070,1386.7690,304.7202
142.90,"","","",148.8072,-1727.7570,103.9859,99.0871,2250.0148,-17057.4439,1388.0502,297.7947
142.93,"","","",149.7142,-1704.0644,103.8676,99.0871,2267.1899,-15711.5587,1389.4353,290.8693
142.97,"","","",150.5724,-1674.0416,103.7524,99.0871,2260.8048,-13257.9729,1389.2968,283.9438
143.00,"","","",151.4333,-1638.7738,103.6595,99.0871,2238.7799,-10299.3213,1389.8855,283.9438
143.03,"","","",152.2960,-1599.3463,103.5595,99.0871,2276.8033,-7220.1428,1390.0932,277.0184
143.07,"","","",153.1108,-1556.8442,103.4634,99.0871,2256.5433,-4818.2113,1390.0932,277.0184
143.10,"","","",153.9066,-1512.7143,103.3832,98.9283,2257.2177,-2737.6853,1389.2968,270.0929
143.13,"","","",154.6571,-1468.0419,103.2903,98.7695,2266.7881,-1076.1342,1389.8509,263.1674
143.17,"","","",155.3779,-1423.5503,103.2094,98.6107,2260.6326,129.1361,1391.4783,263.1674
143.20,"","","",156.1293,-1379.7821,103.1054,98.2931,2249.7709,238.1844,1390.9243,256.2420
143.23,"","","",156.7940,-1336.5565,103.0077,98.1343,2280.8066,347.2326,1390.6473,256.2420
143.27,"","","",157.4578,-1294.0544,102.9069,97.9755,2261.2783,396.0174,1391.6168,256.2420
143.30,"","","",158.1070,-1252.6374,102.8163,97.8167,2249.2830,407.4961,1392.1363,256.2420
143.33,"","","",158.7364,-1212.3056,102.7290,97.4992,2284.2789,450.5415,1392.3094,263.1674
143.37,"","","",159.3604,-1173.2398,102.6607,97.1816,2245.8394,410.3658,1391.4437,263.1674
143.40,"","","",159.8849,-1135.2592,102.5480,96.8640,2250.3161,309.9266,1391.6515,263.1674
143.43,"","","",160.3832,-1098.1828,102.4607,96.7052,2251.6936,218.0965,1392.2748,270.0929
143.47,"","","",160.9257,-1062.3725,102.3844,96.3876,2262.3545,198.0087,1392.4479,277.0184
143.50,"","","",161.4638,-1027.8283,102.2820,96.2288,2271.3653,140.6149,1392.0670,277.0184
143.53,"","","",161.9847,-994.3691,102.1796,96.0700,2306.1890,266.8813,1391.8246,270.0929
143.57,"","","",162.4658,-961.9952,102.0311,96.0700,2267.4482,298.4479,1391.6861,263.1674
143.60,"","","",162.9405,-930.7063,101.9525,96.0700,2238.0195,332.8842,1391.6861,256.2420
143.63,"","","",163.4307,-900.5027,101.8549,96.0700,2270.7626,215.2268,1392.5864,256.2420
143.67,"","","",163.9099,-871.3842,101.7469,96.0700,2233.1840,123.3967,1392.1709,249.3165
143.70,"","","",164.3377,-842.9892,101.6953,96.0700,2256.1703,57.3938,1390.7512,228.5401
143.73,"","","",164.7509,-815.4984,101.6032,95.9112,2264.4637,86.0907,1393.4867,228.5401
143.77,"","","",165.1208,-788.9120,101.5000,95.9112,2260.9340,100.4392,1392.2055,214.6892
143.80,"","","",165.4925,-763.2298,101.3666,95.9112,2257.7056,31.5666,1392.2401,207.7638
143.83,"","","",165.8560,-738.6329,101.2729,95.9112,2273.9480,20.0878,1392.7595,200.8383
143.87,"","","",166.2295,-714.5785,101.2213,95.9112,2252.0092,8.6091,1392.3094,186.9874
143.90,"","","",166.6138,-691.2475,101.2419,95.2760,2284.4941,80.3514,1391.5476,173.1365
143.93,"","","",166.9746,-668.8208,101.1077,94.7997,2276.1290,60.2635,1398.5769,186.9874
143.97,"","","",167.3173,-646.9368,101.5635,92.5766,2253.3723,74.6120,1055.2819,-1059.5952
144.00,"","","",167.6546,-625.9570,102.4257,86.8600,2282.3562,117.6573,940.3886,-2652.4507
144.03,"","","",167.9874,-605.7007,103.7461,76.0620,2278.7834,278.3600,1027.9264,-3857.4806
144.07,"","","",168.2813,-586.1678,105.5714,58.9124,2346.3073,579.6776,1068.7866,-4833.9703
144.10,"","","",168.5662,-567.3583,107.7548,34.2994,2966.1749,3105.0058,1063.5232,-5768.9072
144.13,"","","",168.7190,-548.7297,110.0399,2.3819,2231.7062,2895.5183,1049.4299,-6696.9187
144.17,"","","",168.9523,-530.4628,112.3019,-36.2049,2262.3975,2691.7702,1072.6995,-7479.4955
144.20,"","","",168.9026,-511.6534,114.5353,-81.1434,2261.5940,2533.9372,1055.5243,-8262.0724
144.23,"","","",168.7543,-492.1205,116.7274,-131.7985,2263.4019,2344.5376,1053.3774,-8989.2456
144.27,"","","",168.5255,-471.5024,118.8299,-187.3762,2262.2397,2215.4015,1069.2367,-9584.8350
144.30,"","","",168.3066,-449.7992,120.8656,-247.0825,2264.6646,2071.9170,1057.2903,-10166.5736
144.33,"","","",168.1158,-427.3725,122.8600,-310.5999,2264.2341,1842.3417,1062.2420,-10672.1320
144.37,"","","",167.8970,-404.4033,124.8283,-377.1343,2262.1679,1744.7722,1062.7268,-11108.4360
144.40,"","","",167.6519,-380.7106,126.7457,-446.5271,2263.4162,1578.3301,1072.6995,-11447.7834
144.43,"","","",167.3825,-356.2945,128.5750,-517.8253,2263.8180,1411.8880,1060.4760,-11773.2800
144.47,"","","",167.1265,-331.3358,130.2741,-590.3939,2263.9471,1282.7519,1070.9681,-11994.8947
144.50,"","","",166.8987,-306.0154,131.9279,-663.4389,2266.2716,1139.2674,1068.8558,-12161.1057
144.53,"","","",166.6934,-280.5141,133.5881,-736.9602,2265.0233,949.8678,1073.4959,-12258.0621
144.57,"","","",166.5017,-255.0128,135.1562,-810.0052,2264.8798,875.2558,1066.6743,-12313.4658
144.60,"","","",166.2810,-229.5115,136.6727,-882.0974,2266.4725,731.7712,1069.6869,-12292.6894
144.63,"","","",166.0287,-203.8294,138.1264,-953.0780,2264.5211,536.6322,1077.6858,-12181.8821
144.67,"","","",165.8171,-178.3281,139.5421,-1021.9944,2266.4868,482.1081,1077.0279,-12015.6711
144.70,"","","",165.6136,-153.1885,140.9363,-1089.0052,2264.7076,272.6207,1074.7771,-11800.9818
144.73,"","","",165.3659,-128.0490,142.3432,-1153.6341,2267.2903,88.9604,1073.4266,-11530.8889
144.77,"","","",165.1136,-102.7286,143.6270,-1214.9284,2265.0663,-100.4392,1070.5872,-11212.3178
144.80,"","","",164.8350,-77.5890,144.8823,-1273.0468,2264.3345,-255.4025,1070.9335,-10831.4176
144.83,"","","",164.5692,-52.9920,146.0494,-1326.8777,2266.9460,-367.3205,1073.0804,-10381.2628
144.87,"","","",164.3784,-28.9376,147.1983,-1376.4213,2267.2903,-341.4932,1066.3280,-9896.4807
144.90,"","","",164.1487,-5.4258,148.3384,-1421.0422,2268.8400,-450.5415,1066.5704,-9349.3694
144.93,"","","",163.8873,17.3626,149.4095,-1460.5818,2268.1943,-677.2471,1068.7173,-8733.0036
144.97,"","","",163.6640,39.4275,150.4385,-1494.5636,2266.5586,-789.1651,1067.8863,-8054.3086
145.00,"","","",163.4289,60.4073,151.4444,-1522.8288,2268.4095,-1038.8282,1067.5400,-7320.2100
145.03,"","","",163.1865,80.6636,152.3980,-1545.0599,2267.2616,-1211.0096,1075.0195,-6503.0058
145.07,"","","",162.9622,99.8348,153.3516,-1560.7804,2269.1556,-1345.8851,1075.0195,-5616.5471
145.10,"","","",162.7389,118.1017,154.2678,-1569.8316,2269.6148,-1492.2394,1072.2493,-4688.5356
145.13,"","","",162.5001,135.4643,155.1856,-1571.8959,2271.2648,-1650.0724,1071.3144,-3698.1950
145.17,"","","",162.2813,151.5608,156.1146,-1566.8146,2271.3509,-1744.7722,1066.2242,-2666.3016
145.20,"","","",162.0227,166.3913,156.9498,-1554.2699,2271.0640,-1925.5627,1073.9114,-1551.3028
145.23,"","","",161.8020,179.9559,157.7827,-1534.4207,2273.0728,-1977.2172,1062.3805,-415.5275
145.27,"","","",161.5940,191.8926,158.5767,-1506.3143,2273.9624,-2054.6988,1075.6774,858.7569
145.30,"","","",161.3824,202.3825,159.3492,-1472.0149,2273.4745,-2221.1409,1076.3700,872.6078
145.33,"","","",161.1419,211.2447,160.0590,-1432.9517,2273.2162,-2281.4044,1086.2387,470.9312
145.37,"","","",160.8823,218.4791,160.7569,-1390.5539,2274.8520,-2350.2770,1068.9597,325.4966
145.40,"","","",160.6707,224.2666,161.4103,-1346.8857,2273.9767,-2158.0077,1072.1108,339.3475
145.43,"","","",160.4501,228.0647,162.1019,-1303.6939,2275.5407,436.1930,1072.3186,325.4966
145.47,"","","",160.2023,230.7776,162.7704,-1261.4548,2273.4889,327.1448,1074.8464,270.0929
145.50,"","","",159.9826,231.8627,163.3563,-1220.3273,2275.3972,335.7539,1066.0857,270.0929
145.53,"","","",159.7511,232.2244,163.9375,-1180.3114,2277.1047,344.3629,1065.2546,200.8383
145.57,"","","",159.5024,232.4053,164.5322,-1141.5658,2273.3741,344.3629,1074.7425,152.3601
145.60,"","","",159.2799,232.4053,165.1134,-1103.9318,2274.0628,338.6235,1074.6040,166.2110
145.63,"","","",159.0674,232.4053,165.6334,-1067.5681,2274.3498,344.3629,1066.9860,96.9564
145.67,"","","",158.8142,232.4053,166.1519,-1032.3159,2276.2725,350.1023,1077.8589,90.0310
145.70,"","","",158.5845,232.2244,166.6680,-998.3342,2274.2493,341.4932,1074.4308,69.2546
145.73,"","","",158.3720,232.0436,167.1952,-965.9403,2276.7316,341.4932,1083.2608,117.7328
145.77,"","","",158.1676,231.8627,167.6970,-934.6580,2275.3255,338.6235,1072.4224,76.1800
145.80,"","","",157.9171,232.0436,168.1186,-904.1697,2273.5606,324.2751,1076.4738,90.0310
145.83,"","","",157.6775,232.0436,168.5663,-874.6341,2275.6555,327.1448,1075.0888,90.0310
145.87,"","","",157.4541,232.0436,169.0261,-846.2101,2275.3829,321.4054,1078.7939,117.7328
145.90,"","","",157.2127,231.8627,169.3754,-818.5800,2276.0859,315.6660,1080.6637,124.6583
145.93,"","","",156.9785,231.6819,169.7621,-791.5851,2276.0142,312.7963,1087.5199,166.2110
145.97,"","","",156.7687,231.3201,170.1686,-765.7018,2276.8177,307.0569,1079.3133,200.8383
146.00,"","","",156.5788,230.9584,170.5632,-740.4537,2277.4777,304.1873,1076.5777,228.5401
146.03,"","","",156.3283,230.4158,170.9443,-716.3171,2276.8894,295.5782,1076.0929,242.3911
146.07,"","","",156.1022,230.0541,171.2873,-693.1332,2276.5881,289.8388,1083.5724,283.9438
146.10,"","","",155.8472,229.6924,171.5977,-670.5846,2277.5782,278.3600,1084.9575,311.6456
146.13,"","","",155.6202,229.6924,171.8621,-648.6711,2278.0947,264.0116,1062.5537,263.1674
146.17,"","","",155.4023,229.6924,172.2035,-627.3928,2278.7834,258.2722,991.6370,-41.5528
146.20,"","","",155.1554,229.5115,172.3488,-606.1144,2277.5638,246.7934,1261.3836,630.2168
146.23,"","","",154.9049,229.5115,172.6926,-585.7889,2277.1908,241.0541,1389.6431,1738.2902
146.27,"","","",154.6897,229.5115,172.7220,-565.1457,2279.0274,235.3147,1391.1667,2797.8854
146.30,"","","",154.4808,229.5115,172.7053,-543.8674,2276.9181,215.2268,1389.7816,3788.2260
146.33,"","","",154.2665,229.3307,172.6418,-522.2715,2280.0174,209.4874,1389.7470,4716.2375
146.37,"","","",154.0675,229.1498,172.5005,-499.7229,2278.6400,195.1390,1389.8162,5616.5471
146.40,"","","",153.8143,228.9690,172.3377,-476.5390,2278.4247,183.6602,1391.2706,6461.4531
146.43,"","","",153.5919,228.9690,172.2543,-452.8788,2279.4865,175.0512,1388.6735,7223.2536
146.47,"","","",153.3667,228.7881,172.1336,-429.0598,2277.8795,166.4421,1389.7816,7929.6504
146.50,"","","",153.1289,228.6072,172.0106,-405.2408,2280.1896,163.5724,1390.1279,8559.8671
146.53,"","","",152.9037,228.6072,171.9105,-381.1042,2278.3817,152.0936,1389.9201,9155.4566
146.57,"","","",152.6939,228.6072,171.8438,-357.2852,2278.5826,149.2239,1390.0240,9647.1641
146.60,"","","",152.4615,228.4264,171.7637,-333.4662,2277.9656,146.3542,1389.5046,10125.0208
146.63,"","","",152.1956,228.2455,171.7160,-309.9647,2280.9931,149.2239,1388.5004,10547.4738
146.67,"","","",151.9696,228.2455,171.5540,-286.4633,2279.1708,146.3542,1390.6473,10956.0759
146.70,"","","",151.7869,228.0647,171.3698,-262.6443,2280.5053,152.0936,1388.9505,11233.0942
146.73,"","","",151.5771,227.8838,171.2476,-238.9841,2281.5383,154.9633,1391.0282,11468.5598
146.77,"","","",151.3546,227.5221,171.1769,-215.8002,2282.1697,169.3118,1390.4741,11648.6217
146.80,"","","",151.1240,227.3412,171.0467,-193.0928,2282.3562,172.1815,1391.2706,11773.2800
146.83,"","","",150.8681,227.3412,170.9173,-170.5441,2280.4192,175.0512,1389.9547,11807.9073
146.87,"","","",150.6529,227.1604,170.8387,-148.4718,2282.2127,186.5299,1391.1667,11780.2055
146.90,"","","",150.4612,226.9795,170.7609,-127.1935,2279.9457,177.9208,1390.6473,11724.8018
146.93,"","","",150.2333,226.7986,170.6791,-106.7092,2281.2083,175.0512,1390.9589,11613.9944
146.97,"","","",149.9964,226.4369,170.5648,-86.7012,2285.1828,186.5299,1389.6085,11406.2307
147.00,"","","",149.7712,226.4369,170.4695,-67.4872,2284.1354,198.0087,1390.1279,11184.6160
147.03,"","","",149.5379,226.2561,170.3575,-49.0672,2283.4467,200.8784,1390.0932,10886.8213
147.07,"","","",149.2865,226.2561,170.2234,-31.2823,2282.5140,203.7481,1390.8550,10568.2502
147.10,"","","",149.0550,226.0752,170.0987,-14.6090,2282.8440,203.7481,1390.6819,10152.7226
147.13,"","","",148.8515,226.0752,169.9868,1.4291,2282.7867,195.1390,1391.4783,9688.7169
147.17,"","","",148.6444,225.8943,169.8986,16.3557,2282.2845,192.2693,1391.2359,9169.3075
147.20,"","","",148.4102,225.7135,169.8399,30.0120,2279.1135,175.0512,1390.4741,8594.4944
147.23,"","","",148.1805,225.7135,169.7017,42.8742,2282.6145,172.1815,1390.5780,7971.2031
147.27,"","","",147.9309,225.8943,169.6168,54.7837,2282.9014,166.4421,1391.7554,7320.2100
147.30,"","","",147.7257,225.7135,169.5151,65.2641,2284.0780,169.3118,1390.4395,6579.1859
147.33,"","","",147.5285,225.3518,169.3913,74.7917,2279.4004,157.8330,1392.1709,5768.9072
147.37,"","","",147.3052,225.1709,169.2897,82.8902,2281.1940,146.3542,1390.8550,4896.2994
147.40,"","","",147.0773,224.9900,169.1848,89.7183,2283.8484,146.3542,1392.1016,3995.9897
147.43,"","","",146.8476,224.9900,169.0562,95.4348,2283.3893,143.4846,1391.5822,3047.2019
147.47,"","","",146.6260,224.8092,168.9490,100.1986,2283.9345,146.3542,1390.3010,1946.0539
147.50,"","","",146.3963,224.6283,168.8188,103.3745,2283.5041,149.2239,1391.9977,512.4840
147.53,"","","",146.1730,224.6283,168.7180,105.7564,2281.1509,134.8755,1391.2706,48.4782
147.57,"","","",145.9749,224.6283,168.6307,106.5504,2286.3020,140.6149,1391.5130,48.4782
147.60,"","","",145.7561,224.6283,168.5560,106.7092,2285.0107,146.3542,1391.8246,55.4037
147.63,"","","",145.5382,224.4474,168.4377,106.5504,2288.5547,154.9633,1392.1363,55.4037
147.67,"","","",145.3302,224.2666,168.3051,106.3916,2290.2622,177.9208,1392.2748,55.4037
147.70,"","","",145.0996,223.9049,168.1995,106.2328,2288.5691,189.3996,1391.2013,55.4037
147.73,"","","",144.8627,223.7240,168.1011,106.3916,2289.0282,200.8784,1391.6515,62.3291
147.77,"","","",144.6176,223.7240,167.9891,106.3916,2287.6077,206.6178,1391.7900,55.4037
147.80,"","","",144.4168,223.5431,167.8740,106.5504,2288.2104,209.4874,1391.8939,55.4037
147.83,"","","",144.2333,223.1814,167.7756,106.7092,2289.0426,220.9662,1393.2097,62.3291
147.87,"","","",143.9936,223.0006,167.7009,106.7092,2289.0426,223.8359,1392.7249,62.3291
147.90,"","","",143.7567,223.0006,167.5882,106.5504,2290.2335,229.5753,1392.7249,69.2546
147.93,"","","",143.5424,222.8197,167.4738,106.3916,2291.1231,235.3147,1392.1363,62.3291
147.97,"","","",143.3335,222.6388,167.3651,105.9152,2289.1287,243.9237,1392.1016,55.4037
148.00,"","","",143.0848,222.8197,167.2714,105.7564,2290.0039,243.9237,1392.1709,62.3291
148.03,"","","",142.8452,222.6388,167.2023,105.5976,2290.1044,249.6631,1393.1751,55.4037
148.07,"","","",142.6426,222.4580,167.0864,105.5976,2293.2754,266.8813,1392.2748,62.3291
148.10,"","","",142.4427,222.2771,166.9951,105.4388,2290.2622,275.4903,1392.8288,62.3291
148.13,"","","",142.2158,222.0963,166.9244,105.2800,2292.5580,292.7085,1393.7291,69.2546
148.17,"","","",141.9861,222.0963,166.8371,105.1212,2291.2666,292.7085,1392.5864,69.2546
148.20,"","","",141.7555,221.9154,166.7529,104.8036,2292.3140,304.1873,1394.1446,76.1800
148.23,"","","",141.5366,221.7345,166.6386,104.4861,2291.0801,298.4479,1393.4521,76.1800
148.27,"","","",141.3277,221.5537,166.4703,104.3273,2292.2997,301.3176,1393.6599,83.1055
148.30,"","","",141.1243,221.3728,166.3806,104.0097,2293.0315,318.5357,1393.8330,76.1800
148.33,"","","",140.8919,221.1920,166.2853,103.6921,2292.2136,327.1448,1392.3440,76.1800
148.37,"","","",140.6658,221.0111,166.2226,103.3745,2295.1407,344.3629,1393.3828,69.2546
148.40,"","","",140.4415,221.0111,166.1043,103.0569,2293.5480,350.1023,1393.3482,69.2546
148.43,"","","",140.2344,221.0111,165.9995,102.8981,2291.7114,347.2326,1393.8330,69.2546
148.47,"","","",140.0057,221.0111,165.8923,102.8981,2293.1749,347.2326,1394.3524,76.1800
148.50,"","","",139.8013,220.8302,165.7938,102.7393,2292.9167,341.4932,1394.2139,83.1055
148.53,"","","",139.5725,220.8302,165.7454,102.2630,2296.1307,335.7539,1394.5255,83.1055
148.57,"","","",139.3392,220.8302,165.6366,101.7866,2294.2941,332.8842,1395.2527,83.1055
148.60,"","","",139.1203,220.8302,165.5270,101.4690,2297.1064,338.6235,1394.9757,90.0310
148.63,"","","",138.9087,220.8302,165.4532,100.9926,2293.7489,335.7539,1394.1100,90.0310
148.67,"","","",138.6637,221.0111,165.3413,100.5162,2293.4906,309.9266,1395.0796,90.0310
148.70,"","","",138.4276,221.0111,165.1999,100.3574,2297.1064,301.3176,1395.4258,96.9564
148.73,"","","",138.2332,221.0111,165.1690,99.8811,2298.7995,307.0569,1395.3220,103.8819
148.77,"","","",138.0044,221.0111,165.0530,99.4047,2285.1828,258.2722,1395.4605,103.8819
148.80,"Pi-9mM","Left","",137.8462,220.8302,164.9316,99.2459,2110.1747,-427.5840,1396.0145,103.8819
148.83,"","","",137.8480,219.9259,164.7966,99.2459,2067.5598,-1239.7066,1394.6640,103.8819
148.87,"","","",137.8317,218.2982,164.6553,99.4047,2067.4737,-2020.2625,1395.9453,103.8819
148.90,"","","",137.7359,216.3087,164.5497,99.5635,2065.8524,-2749.1641,1396.1876,110.8073
148.93,"","","",137.5586,214.1384,164.4496,99.5635,2068.1912,-3429.2809,1397.0880,117.7328
